0	1	-1	-1	7	-1	-1	0.000069	10000000.000000	10000000.000000	0.000080	10000000.000000	10000000.000000	129.386929	36.102779	1		
1	2	-1	0	-1	-1	-1	0.000080	10000000.000000	0.000069	0.000126	10000000.000000	10000000.000000	129.386968	36.102836	1		
2	-1	-1	1	3	-1	-1	10000000.000000	10000000.000000	0.000080	0.000075	10000000.000000	10000000.000000	129.387009	36.102905	1		
3	-1	2	5	4	-1	-1	10000000.000000	0.000075	0.000100	0.000069	10000000.000000	10000000.000000	129.387082	36.102889	1		
4	-1	3	5	-1	-1	-1	10000000.000000	0.000069	0.000074	10000000.000000	10000000.000000	10000000.000000	129.387148	36.102869	1		
5	4	-1	6	-1	-1	-1	0.000074	0.000122	0.000062	10000000.000000	10000000.000000	10000000.000000	129.387125	36.102799	1		
6	5	7	-1	-1	-1	-1	0.000062	0.000082	10000000.000000	10000000.000000	10000000.000000	10000000.000000	129.387088	36.102749	1		
7	1	0	-1	6	-1	-1	0.000081	0.000080	10000000.000000	0.000082	10000000.000000	10000000.000000	129.387008	36.102766	1		
8	-1	9	-1	-1	-1	-1	0.000136	0.000053	10000000.000000	10000000.000000	10000000.000000	10000000.000000	129.387072	36.102753	2		
9	12	10	-1	8	-1	-1	0.000080	0.000068	10000000.000000	0.000053	10000000.000000	10000000.000000	129.387022	36.102770	2		
10	11	-1	-1	9	-1	-1	0.000044	10000000.000000	10000000.000000	0.000068	10000000.000000	10000000.000000	129.386955	36.102781	2		
11	12	-1	10	-1	-1	-1	0.000019	10000000.000000	0.000044	0.000125	10000000.000000	10000000.000000	129.386969	36.102823	2		
12	13	-1	11	-1	-1	-1	0.000031	10000000.000000	0.000019	0.000114	10000000.000000	10000000.000000	129.386980	36.102838	2		
13	14	-1	12	15	-1	-1	0.000042	10000000.000000	0.000031	0.000090	10000000.000000	10000000.000000	129.386995	36.102865	2		
14	-1	-1	13	15	-1	-1	0.000225	10000000.000000	0.000042	0.000075	10000000.000000	10000000.000000	129.387009	36.102905	2		
15	-1	14	-1	16	-1	-1	0.000209	0.000075	0.000133	0.000069	10000000.000000	10000000.000000	129.387082	36.102889	2		
16	-1	15	-1	-1	-1	-1	0.000222	0.000069	0.000139	10000000.000000	10000000.000000	10000000.000000	129.387148	36.102869	2		
17	-1	-1	-1	-1	-1	-1	10000000.000000	10000000.000000	0.000209	10000000.000000	10000000.000000	10000000.000000	129.387136	36.103091	2		
18	-1	-1	19	-1	-1	-1	10000000.000000	0.000243	0.000032	10000000.000000	10000000.000000	10000000.000000	129.387204	36.103072	4		
19	18	-1	20	-1	-1	-1	0.000032	0.000214	0.000033	10000000.000000	10000000.000000	10000000.000000	129.387192	36.103042	4		
20	19	-1	21	-1	-1	-1	0.000033	0.000186	0.000032	10000000.000000	10000000.000000	10000000.000000	129.387178	36.103012	4		
21	20	-1	22	-1	-1	-1	0.000032	0.000122	0.000032	10000000.000000	10000000.000000	10000000.000000	129.387164	36.102983	4		
22	21	25	23	-1	-1	-1	0.000032	0.000091	0.000028	10000000.000000	10000000.000000	10000000.000000	129.387148	36.102955	4		
23	22	25	24	-1	-1	-1	0.000028	0.000069	0.000038	10000000.000000	10000000.000000	10000000.000000	129.387140	36.102928	4		
24	23	25	31	-1	-1	-1	0.000038	0.000047	0.000078	10000000.000000	10000000.000000	10000000.000000	129.387125	36.102893	4		
25	-1	26	31	24	-1	-1	0.000122	0.000057	0.000094	0.000047	10000000.000000	10000000.000000	129.387078	36.102897	4		
26	-1	-1	27	25	-1	-1	10000000.000000	10000000.000000	0.000084	0.000057	10000000.000000	10000000.000000	129.387023	36.102910	4		
27	26	-1	28	-1	-1	-1	0.000084	10000000.000000	0.000058	0.000114	10000000.000000	10000000.000000	129.386980	36.102838	4		
28	27	-1	-1	29	-1	-1	0.000058	10000000.000000	10000000.000000	0.000062	10000000.000000	10000000.000000	129.386961	36.102783	4		
29	27	28	-1	30	-1	-1	0.000080	0.000062	10000000.000000	0.000056	10000000.000000	10000000.000000	129.387022	36.102770	4		
30	31	29	-1	-1	-1	-1	0.000077	0.000056	10000000.000000	10000000.000000	10000000.000000	10000000.000000	129.387076	36.102754	4		
31	24	-1	30	-1	-1	-1	0.000078	0.000111	0.000077	10000000.000000	10000000.000000	10000000.000000	129.387123	36.102815	4		
32	-1	-1	-1	33	-1	-1	10000000.000000	10000000.000000	0.000193	0.000060	10000000.000000	10000000.000000	129.387032	36.103122	3		
33	-1	32	-1	34	-1	-1	10000000.000000	0.000060	0.000133	0.000062	10000000.000000	10000000.000000	129.387091	36.103109	3		
34	-1	33	36	35	-1	-1	10000000.000000	0.000062	0.000068	0.000057	10000000.000000	10000000.000000	129.387150	36.103089	3		
35	-1	34	36	-1	-1	-1	10000000.000000	0.000057	0.000045	10000000.000000	10000000.000000	10000000.000000	129.387204	36.103072	3		
36	35	-1	37	-1	-1	-1	0.000045	0.000122	0.000028	10000000.000000	10000000.000000	10000000.000000	129.387185	36.103031	3		
37	36	-1	38	-1	-1	-1	0.000028	0.000184	0.000029	10000000.000000	10000000.000000	10000000.000000	129.387174	36.103005	3		
38	37	-1	39	-1	-1	-1	0.000029	0.000126	0.000025	10000000.000000	10000000.000000	10000000.000000	129.387162	36.102979	3		
39	38	-1	40	-1	-1	-1	0.000025	0.000103	0.000025	10000000.000000	10000000.000000	10000000.000000	129.387151	36.102957	3		
40	39	43	41	-1	-1	-1	0.000025	0.000081	0.000029	10000000.000000	10000000.000000	10000000.000000	129.387139	36.102935	3		
41	40	43	42	-1	-1	-1	0.000029	0.000065	0.000035	10000000.000000	10000000.000000	10000000.000000	129.387133	36.102907	3		
42	41	43	52	-1	-1	-1	0.000035	0.000070	0.000038	10000000.000000	10000000.000000	10000000.000000	129.387135	36.102872	3		
43	-1	44	-1	41	-1	-1	0.000153	0.000061	0.000116	0.000065	10000000.000000	10000000.000000	129.387069	36.102894	3		
44	-1	45	46	43	-1	-1	0.000218	0.000031	0.000070	0.000061	10000000.000000	10000000.000000	129.387009	36.102905	3		
45	-1	-1	46	44	-1	-1	0.000242	10000000.000000	0.000040	0.000031	10000000.000000	10000000.000000	129.386986	36.102884	3		
46	45	-1	47	-1	-1	-1	0.000040	10000000.000000	0.000046	0.000111	10000000.000000	10000000.000000	129.386967	36.102849	3		
47	46	-1	48	49	-1	-1	0.000046	10000000.000000	0.000034	0.000078	10000000.000000	10000000.000000	129.386943	36.102810	3		
48	47	-1	-1	49	-1	-1	0.000034	10000000.000000	10000000.000000	0.000080	10000000.000000	10000000.000000	129.386929	36.102779	3		
49	46	47	-1	50	-1	-1	0.000093	0.000078	10000000.000000	0.000082	10000000.000000	10000000.000000	129.387008	36.102766	3		
50	51	49	-1	-1	-1	-1	0.000047	0.000082	10000000.000000	10000000.000000	10000000.000000	10000000.000000	129.387088	36.102749	3		
51	52	-1	50	-1	-1	-1	0.000056	0.000109	0.000047	10000000.000000	10000000.000000	10000000.000000	129.387115	36.102787	3		
52	42	43	51	-1	-1	-1	0.000038	0.000095	0.000056	10000000.000000	10000000.000000	10000000.000000	129.387143	36.102835	3		
